f6e013f5-ed7d-4691-897f-04da0b2037d1	a4ba20f1-94c1-4da5-974f-72f3389af6f0	01cae6dd-3b93-4abd-9f17-5fbc6a82863e	1d949e2f-8bdb-48b7-bcf5-171c37d9ad66	91cf56c5-dc13-4142-bed9-b9c342aec504	529f3a3a-5ef3-495d-93af-4aa316b2cbf4	4c090804-bb5e-4935-a9bc-85daf08dab41	ea26a9a5-7f76-4e80-ac47-2d2dee95a8e7	f0f57afb-d1d2-4de1-b05b-8306ca7ef9a5	3fa1e12a-e500-4478-8714-1581df255bb4	1e626f8b-ce4e-4a6a-ae29-82e7ec86b8b8	54e030ee-294e-4eea-a177-0d3cbc65efd5	bfede8e1-e9fd-434f-9f74-7b1cd424edd7	3dfecd3b-2532-4ca8-ac85-63465dd3e03e	d2b9638a-8c15-4d1d-b5cd-3efeeeed0f2f	631e73ff-42b9-47ca-b2a0-8dcc7558af6c	6813c146-ca62-4ff7-9add-01d23ccbeff0	6d7cb714-e814-458b-82b4-f83edfe4e901	25419c44-26ba-4084-9e13-3303fca5bb1a	ba26be3f-c2d9-4103-96e6-eacc0ff75afd	265da01f-bce1-4735-8184-43f42ba5f34b	985f49c5-a0d2-428d-98f4-b458b0c2c0da	ae015e92-34c1-45a4-818e-c5bc6d1100c9	074be6f7-95e8-4874-a959-f6ea3c4f9a57	e66fe6d2-f209-46d6-bee7-ac23ba1dda5f	76c63789-765d-4413-a79f-a1762baa2627	1a5cec06-30f2-4b70-9da0-ddfe28efcaea	4509ee29-d50a-493e-94bf-ac283f46c0dc
3256.4403778227	2363.2455039843	2974.2645931936	2663.3782885027	2643.461079224	2015.6104181263	3765.4504520569	3397.1668793559	2061.9593622908	2692.965600843	3336.1390896738	4065.4132168183	3025.8986043753	3046.0996788219	3662.4368365075	4995.0870042218	3230.8890133795	1586.3287498381	1785.7811791113	2092.4263186812	2764.316813342	3430.3993025416	4006.7180527404	3992.2826054556	3254.8367253024	2951.8343005168	1743.5163100756	2220.0375195212
3173.4080953116	5027.9511149981	3214.5947337916	3176.5008458452	5078.899209103	6480.4769146385	4777.6036891167	1517.1020457473	1120.7476549923	2163.0604879987	7267.6884278405	1099.3010364003	1860.2071139174	6019.3236874806	6581.8174094879	8549.8719982701	8327.7628117897	2466.6474003768	2617.7230240872	3352.7634956893	3856.645298485	1211.1280472761	1888.4060309566	3603.3720811552	4269.072558268	2278.3939368517	5318.7822829621	1762.1644646453
3134.1529383395	965.9554409553	2018.397355718	1592.3909079296	807.5394048399	916.1430933538	1986.7712705634	1514.6931687094	2723.0295632078	2465.2338028798	1683.3656909189	2926.7425424106	4670.7409796052	854.3081745067	1131.2396372114	1387.1772026976	731.0596195167	2162.8753907199	2120.3245101065	1627.9674631354	400.2923716564	610.121193173	538.7281400926	1920.0464640601	1393.3144864276	2010.2358833144	452.3923556916	3285.6884660486
3134.1529383395	965.9554409553	2018.397355718	1592.3909079296	807.5394048399	916.1430933538	1986.7712705634	1514.6931687094	2723.0295632078	2465.2338028798	1683.3656909189	2926.7425424106	4670.7409796052	854.3081745067	1131.2396372114	1387.1772026976	731.0596195167	2162.8753907199	2120.3245101065	1627.9674631354	400.2923716564	610.121193173	538.7281400926	1920.0464640601	1393.3144864276	2010.2358833144	452.3923556916	3285.6884660486
3058.2508316044	821.3707527532	1578.9602670379	1451.3250320411	809.2388373359	803.569611132	1530.1532772417	586.4743852417	145.1124315609	217.0411310068	119.6781019322	442.8272830417	195.473285962	645.7100574726	824.110952159	1174.4727072124	747.5740977281	2053.4695691998	1777.5108462993	1289.7728786678	181.6317708336	362.844033915	479.9816782954	345.274858295	511.6861768869	255.3375908459	90.8759500966	662.960128192
2985.6524276447	1523.955317294	2236.4308759743	1650.1807774642	1702.3683373181	1563.3984454182	2230.8343706454	569.8694289455	383.6155075386	576.6085172168	1170.1772699793	548.800427899	411.7167106072	892.6329249815	1206.0026567707	1401.3081014772	808.8798027754	1660.4398408803	1455.256297909	1309.4403535421	776.0106060051	518.0720207534	1236.6023202565	973.89797018	1056.9950126493	921.4699775285	690.5848317239	973.8912179275
2957.2753908953	2547.1870429861	2702.9201696367	2484.4572501821	2983.2495454422	2867.6200622327	3648.5077392521	1737.4848587979	1276.1551612313	1713.3715111212	2088.6002843158	1600.2485451217	1325.7659640889	2518.386319646	3076.727051549	3883.6591719406	1351.7848064422	2762.3958301423	2501.5366110459	2921.9470725226	1751.3829180679	1581.0017937354	2036.2177142923	2082.6781123165	2611.6243764483	2030.3982276937	1693.5399473372	2030.6874207733
2897.6164100404	2471.8616584285	2934.2546490988	1674.7514656747	1463.5904176969	1545.9578397088	1864.8926702318	2199.3123783374	2989.7702006514	3703.9324870571	3230.7488357856	3536.5868478854	5545.5791399309	1754.8414495934	2623.6401872938	2688.0925826528	2068.7888683079	2630.2625579119	2800.9608431313	3547.0125362823	2759.3079059357	1993.1554289299	2431.7847031139	3552.2606710189	3722.9889412365	3245.3525444807	2013.9051301939	3548.4413770343
2889.64039908	1563.1220646378	1713.380142358	1603.9205670782	1435.2186051151	1695.0700174118	1864.1595495064	2345.513124791	1000.507359655	2499.3777815571	4162.6028601565	2259.9513379155	3011.614528884	2360.8253592748	2328.9887526976	3144.6917169885	2511.8233111612	2127.2419158511	1864.3115936597	1558.9862301014	1861.5425791774	2290.3954832251	2670.1575102758	2932.8582984305	2879.2664552256	2362.1988987476	2117.924542435	3315.8404570529
2883.0065442352	735.5262387406	2322.558325661	1413.9927626889	1523.1667283086001	792.1615579996	2270.0206194433	2120.0682314215	2071.4185801228	2054.6338147942	1259.8704799652	4590.2774254525	5737.4636574058	1414.9459941978	2447.7410801997	1918.329890999	1415.9911272711	1450.7188534734	1297.8515852698	962.3302602991	697.1404433604	1751.5696379348	1194.0389130928	1969.5683869678	1071.335163783	1644.0860605233	325.2835680248	2163.2658404542
2610.9405201645	690.7189258545	1775.6145806864	1345.1118091499	1036.5449383459	775.0861992939	1485.6791056066	1758.7155716656	1434.0530438892	1644.0918730895	811.5183398926	1545.6540290364	2038.6512221936	800.5547692076	924.916773467	1058.255517542	616.2261818452	1666.2620092072	1435.7898141565	1458.052751093	1173.4989898971	1469.1325348341	2127.2059486341	1635.8040301835	1890.0922372222	1571.0111046862	447.0150565335	2006.2220615582
2557.2653353821	648.4892307593	2069.725302865	1027.6262751995	1328.5969917489	700.8744124203	2015.827350684	896.6545577312	288.547394966	508.08206189	422.1609889487	598.657837076	541.5663943737	511.7827119455	714.4540448283	845.3391192688	514.1045207101	1213.5769216222	1130.6741234439	882.6806387996	284.0584056543	582.3196205088	761.152797698	416.0911920612	849.4337940572	417.6448547153	267.9245357232	1131.6808370476
2504.9211758921	1200.7440819168	2261.8039184175	1207.0093972998	1434.7737062846	735.1730257306	1869.034047792	1172.9607806794	1288.9857822012	1358.4446909299	623.5131272851	0	0	232.7254026908	569.5274385311	852.5475149017	251.7698746648	66.4132375538	41.8740881198	81.931583514	325.2615272347	424.2436776665	1144.3821778358	765.1774100057	186.4288757295	0	373.7526969209	40.6960665869
2487.3016476841	1292.5745237151	1415.9609845702	1448.4139412181	948.5008131782	1442.1741259331	1696.9218676393	1985.3352964113	2791.3791853291	2619.6359195179	2734.7048592339	2998.6337103043	3583.5159653241	1206.5667501649	1026.6170972518	1618.9066852434	871.1362934143	1682.356949672	1622.3051970052	1164.5462535192	1250.7267837847	1401.726152583	1986.5529854111	2408.7010023151	2325.2028080931	2377.8281177849	1199.8840714451	3006.6923693221
2459.5876527075998	794.1234863842	1127.3184096495	1227.8150033864	581.9203942699	801.0496763657	1177.6589394889	555.148769131	304.3190919354	476.2557525453	595.4633607156	463.4041599611	296.151815548	585.0779013183	695.7270863327	1076.760090715	525.7417636144	1393.3020530662	1354.1712217375	1067.7524047209	370.9208549655	435.9720438113	631.2062834654	470.8674990628	818.9792960129	525.8732968033	428.3930642893	723.4216302151
2449.5458760741	1439.6633882912	2143.986628829	2033.5415793016	2183.412677382	990.1504051152	2664.6944217713	1208.659985789	863.9402857515	1042.3410675145	820.4045179474	1349.6443635287	862.7440646628	1766.1725752822	2651.6057589436	2822.2992417313	1395.9017072687	2306.8649172422	2158.5242347008	2763.192822014	434.4853456841	721.2773763969	907.5914542264	1043.0994877044	1253.1462064544	1310.8641591369	435.0867316884	1685.9737764439
2357.5801658807	952.3897883148	1833.5965747797	1180.561973083	1346.5213123412	985.881030029	2080.265153066	763.9895390312	743.9267034329	990.8650284845	859.9421511759	1091.2097290399	605.1544552075	980.1113103834	979.8291092208	1406.8725968008	560.6987393519	1683.3546177892	1483.8251514549	1249.4327521302	349.8623810244	378.6403741074	566.4701930557	895.1351289047	1282.4556008734	1106.6005322315	426.846843056	970.1285931562
2342.751595747	885.5671486223	1769.8722417901	1094.6569435443	620.4686813136	808.6529382218	1305.8281098719	1675.2540062094	1568.751411449	1582.9604614189	922.8332774055	2444.2058934659	3181.0837085462	462.1057405962	806.7593012735	1280.5746019807	495.4659441115	1794.0924197566	1482.349157899	1437.1386193619	633.17370746	1070.2916248604	1233.2182330253	1306.5352258115	1395.1333450025	1504.1592388381	321.6126535733	2911.6422392073
2341.2816125144	797.9585243496	1399.2501775736	1426.2944730589	819.1551241664	678.4996205338	1929.7348456199	192.0160068815	225.4615260566	262.9997092189	218.6133063431	407.3020571403	136.5583471765	584.2856423	771.1678410741	1075.2057228149	505.9301943078	1739.6449663368	1562.1926386999	1216.0657001578	283.7150835626	343.2405856151	386.1732270091	330.6567272993	330.5126299307	426.5136672148	264.8100231136	558.1813051605
2338.7788732425	629.217399258	2863.7871478782	738.4312384905	1108.4592197488	364.9208350892	1473.9096595808	4662.9428645662	3947.490077572	4031.5899589257	2196.4269266554	8594.4736463769	8756.7955939597	2709.9645416551	4285.8057229505	3694.9588730615	4152.5511142866	1321.2666490541	1538.3224234181	1591.3245439836	1689.7629486352	5597.1652215669	3546.5575888333	4061.1506391935	3044.790837578	3941.6233981206	636.7118065345	3919.3817090406
2320.0381141965	2527.1263598799	2145.5784699942	2218.3042207873	2786.3159963574	2801.841672045	3572.6158267746	1966.7644295114	1754.3262173332	2186.3582715335	4511.757615953	2421.8435746266	1443.7844372259	3485.7191619896	3175.9224211176	5139.4692904684	3606.3729554462	1461.1883916741	1272.0128863446	1348.9965111514	2744.9569338153	2014.3108365876	2766.6302894733	3471.5347768327	3704.7175029492	2360.7539578048	2863.1474709622	2172.4683259005
2218.833419116	1471.5005301269	1427.7967106846	1135.196531659	1097.9784806358	1443.9239593973	1287.9998667441	1034.6436400904	682.3915673386	1036.8694317627	1527.6458720705	1061.8724124302	724.3305960584	1071.3473587923	926.5384558256	1417.1664056587	745.111224084	1764.1674518985	1542.3778864497	1307.5123832049	1168.8858559086	740.2722838214	1229.0258477479	1115.3707949661	1553.9678760962	1117.2746796472	1251.5753446061	1360.5811559335
2149.1245352259	475.8041987955	2178.4308112903	0	0	0	0	0	0	0	0	0	0	4251.9856441133	6464.7803090067	5521.6321117419	5752.0162258522	0	0	0	0	0	0	0	0	0	0	0
2068.1924833212	1059.5742707523	1814.5338298718	650.8870494146	1207.0148955572	1506.8214818352	842.4553949322	536.9984912259	135.7491512936	591.5502693714	1076.574004404	285.7964010326	278.6988994398	1700.1923129391	2558.3140590056	3110.1845797584	1847.2665767379	189.1570819388	155.2505446237	228.7279603387	637.1128909653	369.3439071595	780.0428996062	723.994030744	841.040626392	644.0447088537	866.5000399154	339.2258806445
2032.1076622394	888.1454678282	1021.6532710888	912.3687480392	485.4767425187	603.3181389746	976.0789198756	402.5072422615	202.8705700476	389.8798365924	101.680823169	436.5555945934	160.2783868595	455.9400090203	604.3174457682	803.4281398483	418.1888555638	1235.1286389449	1049.1792317545	754.8835839553	291.9878740293	459.7310488798	576.0841356104	397.0093445843	704.5803579854	516.7625975391	71.5817896192	657.7649904844
2026.1247090451	675.6860285775	1144.2168410483	1264.1444493341	670.81013986360006	553.9545994387	1692.4714111345	155.7328783556	183.509047759	214.0321361899	176.6650343533	327.0459478983	109.8348892754	476.6870986107	610.5928877378	879.4495383622	398.658657877	1486.0364747452	1318.1760520205	991.2992010297	231.5696950363	275.8009675603	317.0117338157	268.4364760417	270.6624597971	349.7517134147	214.3613317727	454.7355378839
1955.6363985489	1123.5552441868	1165.3168245031	1175.7023413057	819.9029774324	1288.8507587532	1344.2492136166	1555.682723821	2221.8877886115	2169.8387019303	2940.5822688821	2457.7165728741	3184.1599489121	1063.6112441313	899.007003857	1396.8006406253	861.2037048366	1291.2022602562	1277.3897270001	976.1976367559	1118.9979256641	1110.3447579489	1572.3535727995	2103.3207780648	1973.0574071397	1926.761268357	1234.7614067553	2426.7609414923
1873.6700848729	1450.4095989017	1331.6120857357	1396.4734559521	1191.2620040828	1548.5140471209	1483.136473129	1541.0736140111	1429.4783127109	1797.0439690498	2472.5663939294	1745.9579620062	1477.9883067504	1379.5133377891	1364.3086510251	1747.7658972714	857.0521980032	1127.2404717199	831.1697549335	1002.5660700025	1641.9537773673	1383.1916140296	2663.9979520677	2410.4876715081	2402.8139668803	2352.494956167	1376.0130513082	2459.8719374809
1871.4127739003	2489.5401536339	1471.7694566314	831.8171720327	925.7821340359	1926.2917414458	1132.9677932553	2527.2785372239	3825.68244072	4245.8040700652	5119.1209433859	3886.0909191239	5283.1815961018	3055.4362484091	4517.8835801756	4666.3571667808	3133.0142436504	842.6722387215	1076.4254077723	1203.8830267976	1296.110173878	1006.6869054113	1025.2496024667	3181.0116510197	2770.561297411	3254.8591791473	2311.5996453505	4277.9979433236
1833.5671753766	1001.2639770471	1691.584729083	954.9083571934	1259.7264214182	630.7015978487	1517.2643398926	857.9639491518	766.4138842834	1000.4275981938	515.9101583217	0	0	192.0269933446	456.1340000848	690.3373715593	199.0298978246	54.236853896	34.1862768235	66.8998683549	258.2031070566	317.8941540004	812.8513908513	602.8384608141	152.2552545548	0	317.4679983651	33.1692605459
1806.2061313703	1966.731339	1877.1884862427	2320.1680739615	3743.9371454771	3004.0190883538	4188.1646676812	600.8059061798	472.2373655905	837.1990183413	2862.0000040651	577.0772183005	531.3675057046	3493.03340037	4204.2782799211	6700.5903418166	6286.9665572751	714.8827314356	711.7757026795	962.7384973379	1185.8888903181	573.9287782932	717.6284642454	1361.0019066117	1244.6655545532	818.0835507443	1848.4666882583	507.358485281
1719.7958967126	555.3838092584	985.1623256618	862.0049896355	451.5695739644	507.4400625111	1007.8644948972	18.2778556719	27.4932413072	42.1988032521	190.7930561864	30.5456347177	18.9942850361	471.3768671065	488.2306713604	735.8333235361	439.5508265443	1241.7498587404	1066.286092495	756.1150658302	96.3933904102	0	54.7898733795	95.7613140707	177.5024089091	64.4212375368	275.8241188574	55.7720602534
1689.3115971179	664.1108905931	1657.982675529	929.6104022012	1255.7179139943	437.1666452145	2205.9226803536	1420.3155889451	685.4240002795	1185.9016561487	583.8586967477	1233.1596438936	1131.8907773284	1467.9524497988	1885.9847039572	2234.872341176	632.7287488846	657.179477131	676.1851881396	915.612577769	433.1331717952	785.4647654174	1071.4797967732	780.7251126581	1370.5579699138	1360.5999091176	368.934523862	1601.7446154771
1653.0876763932	519.1993423892	1097.9310362826	801.8010094494	564.5826480853	544.1260492928	1030.9493458753	756.812859545	389.3472203468	582.3090525262	419.3153287192	598.1432122067	494.032594994	449.3976536373	528.6655416059	710.244251908	515.9912145841	1117.1308839716	1089.0476277401	881.9991203443	351.823434282	286.7607401472	575.422852437	486.2368243731	829.525403763	663.52422373	256.744993845	900.9305896274
1647.9870554788	481.1729603063	930.9578996669	976.5393164549	505.3355890201	513.1407408434	984.2602359596	1035.140770197	480.3941091181	595.9847848538	384.4596010564	968.4346884166	491.6936462046	436.4466613371	512.0295655915	727.9807014442	543.1076889724	1058.2926261207	942.352664704	739.9162268646	443.0955635208	807.0187591144	1134.5238542919	731.2731090874	1023.0023887745	667.8177260191	232.3061581302	1293.230303235
1628.0613184381	851.5809713396	1538.3913265905	493.655640761	572.9988097332	892.1749400287	505.3213823314	538.9964927071	292.6852184797	605.2286170567	1421.4264479582	314.2290395647	844.1928695307	1561.6848242442	2777.1716135339	2653.7320472006	2113.0725512328	586.65352154080006	196.6764463591	271.1999984301	584.370543084	71.4635998805	351.1521322427	559.8353893269	990.2396835808	527.1014091193	961.6543262619	673.4979008273
1553.6383952483	1458.7094249588	1719.1459876981	767.0070163433	1124.2109783356	604.4664847351	1218.162450019	816.1074625787	1488.7730270177	1573.9460070953	1794.0648044453	1534.9675393722	2910.8514160117	540.2543932033	767.7562337464	1007.9539554146	707.6496014426	822.7942029757	950.9961710395	1308.6372817842	708.1255870025	676.1046724124	692.7453156514	1246.1423957357	1027.9184481445	1202.3949236643	671.2955305561	1488.1080353909001
1344.9219005415	587.4356802936	1141.5910071757	801.9616397756	1379.394781898	458.3398498717	1144.8225806514	0	0	0	260.5751135793	0	0	152.7150879819	223.8093653295	323.697284067	106.882167716	0	0	0	127.9138427	117.6811836823	275.9326691257	265.3657809156	69.8630560062	0	156.2814419197	14.9123892181
1300.8319689805	2374.1317671515	1495.0584880929	1656.5547309653	2564.0646597849	1917.9644330486	1841.6020634693	2749.3610300709	2663.6293243929	2635.5460398001	2602.233042089	4721.0745641975	2563.7714327973	2399.9758584628	2403.8258078829	3155.7398122054	1976.5322800627	1786.4981237054	1743.281802857	2210.4939272537	1213.9283073202	1342.8728024684	1291.5817350881	3285.3030940811	2451.6743934571	2572.6675427618	1309.6145923385	3452.7624526828
1277.958001366	596.1262753624	1274.8354922721	718.1241769268	666.0000606666	426.2548083384	833.9827663016	457.4424724441	706.7617265073	742.763713308	536.6585586295	1111.6707876537	171.0619910738	218.7046224453	435.5850114889	714.9538921508	333.8772142932	432.282432078	472.2440488077	409.5724635974	153.6892099409	68.5652018692	82.7001135263	836.235354155	401.9897990364	343.5954410414	306.3161593455	317.9824959371
1267.2635588973	568.7725421135	1173.7767654573	550.0875592597	782.28435743	320.3057779452	939.1213867649	548.308387708	587.4226409146	652.4009489301	260.5751135793	0	0	89.2215045881	224.0467148078	343.4987685096	95.6415024835	24.3898013727	15.313421199	30.1339962813	127.9138427	169.4045068213	508.0380374961	323.4400380042	69.8630560062	0	156.2814419197	14.9123892181
1174.561906704	0	0	0	0	0	0	39.0790086496	293.9153703901	55.5184382546	17.6636440767	433.7014376034	1091.3048895407	0	0	0	0	776.0872815387	0	0	102.5399064505	34.9573306885	56.5446404869	267.7431726885	26.1098542308	40.7415303088	0	896.5763662017
1159.9713121522	1343.1302671041	1069.3412378712	1176.2287318815	1459.1827840301	1484.6659252599	1898.8563595282	1192.3503532766	996.7588298991	1247.8283945592	2995.4807101999	1571.7324903896	764.9931403339	1938.5302552532	1651.3475773599	2878.029307587	1983.8218084918	719.3103000362	609.5168448923	639.6334002636	1713.2686386177	1269.9263529503	1769.2931940137	2253.3092440964	2330.7313933414	1328.9575848535	1803.8247191039	1254.9902508737
1136.8517205993	538.570483449	1030.1166814381	398.62508286	813.407227258	933.3697575491	536.6885554556	286.1126179532	65.501676669	308.3916094961	535.7825203743	142.0954468672	179.4817428134	608.4924213193	515.6823664093	907.7463913249	483.2948658654	163.0485489361	83.3767986993	211.4330546759	408.4457781683	212.2822177159	202.2231074615	482.5943182786	470.7341181021	424.4692142494	530.5975121961	160.0158011102
1123.8912228075	395.8309211633	1674.5266830791	505.2348943482	834.7773082227	775.3416086082	969.3660700096	718.2820395228	356.5191866033	710.2879007302	794.5325565304	521.5178425114	787.2937519754	673.9384819703	747.4954186434	495.2100387545	386.8019185347	930.7648563436	1429.9254142259	1397.7057723612	267.6172861226	302.0780137585	491.4693504796	325.7455547879	707.9339107725	1006.8678409469	543.4279865805	1092.7802872212999
1103.6070862072	49.6553470201	0	124.3870355184	42.2676855289	153.7555583897	56.7591717472	1184.479629366	2000.5059319737	1973.380451749	1054.7948703033	2355.5720525957	3573.2674842967	296.8213841497	21.5240288131	0	42.3056842059	720.7777758629	0	0	117.5027712828	296.9823739539	78.7221833575	1180.2037882906	981.7798714575	1452.4782735655	389.5306665456	2451.9793869042
1075.2852457563	535.909751058	960.6664143083	304.498041628	713.2226063065	1591.0642472741	372.3151693934	220.9806065239	50.1230800442	253.5289546873	964.8930464785	106.9929204459	106.5789876215	2554.0068401274	3696.8188485794	3410.6054681736	2104.6327553	70.6435780768	56.9748356641	103.0079895703	346.9636290013	160.2526135434	154.1335646765	313.9888177408	386.964308158	268.4222120009	678.6777377677	129.2087170017
1053.4618251291	356.6428282034	1564.5935094644	470.8295321613	753.2530266025	450.0282929292	894.9131515864	676.6088400307	353.2120922993	690.0813770874	709.7391126027	514.4555840021	784.188451617	614.3895985054	741.53936027300006	479.7280093251	377.9667029343	886.7467010659	1337.5751976347	1331.8227515853	197.4381739878	265.2046287949	179.8704788159	316.4107745716	625.7613061374	952.9510663993	398.5747585591	1074.8345798732
1052.7945892046	49.6333788798	0	123.7082251793	42.2199346354	153.6099503275	56.6296061541	1096.3296473737	1701.459013463	1827.1847825167	1048.9479782285	1922.489270506	2620.0996145048	293.8668942725	21.5074499352	0	42.2324782083	706.3472896405	0	0	117.127955094	290.4476064526	78.2761813831	1135.422786676	953.0423307533	1354.5514405032	387.7055599916	2105.477220496
1028.1672080801	967.0988602642	786.9698063899	1016.9147867739	1050.7076973173	999.0644796925	1272.6656361155	235.8934874799	184.3526922314	243.0119681216	744.3370255183	187.4497255694	260.4201769753	1056.5238859734	1068.8725410796	1397.9653712884	1055.096809432	786.8251027665	641.4829902521	1105.6858115015	651.8488256885	253.9584822318	615.0185012822	779.9344147945	597.978201254	503.9410766798	760.6609749057	473.2606382733
1010.0823331112	139.8877167077	774.8802000155	446.9595616993	185.3720615204	59.6074366316	455.6342125224	1145.3603297899	248.835829835	390.8651300946	47.7131335909	756.4493081808	459.5721894788	136.3821838819	966.6257530226	345.2114576641	594.9968983276	283.0670795373	425.198426363	177.3800846436	16.6387279161	538.231729497	139.76662541460001	151.9982829324	242.8827464202	430.6271921107	19.7470432597	254.8189949344
1006.198716364	367.0098008906	1329.5235245058	316.2314976864	378.1634326283	88.0107032963	460.7607415357	2561.8076340894	2877.3298483313	2862.1653037362	1570.5311614017	3582.7262362739	4390.9760088328	67.4872759974	215.4139574685	272.1108709608	150.5479439633	147.9004189826	179.8972309604	244.6103656058	698.3518168612	1515.2455642193	1436.693415445	2023.2361551867	1876.6442583623	2142.6534972153	505.7752023716	3534.7615868328
1002.6505181203	531.0428170582	1089.6341783729	519.0870563448	579.5319044638	366.5254841003	726.5164327779	396.8823558701	510.75758447650003	606.5487835507	497.8417494518	937.4925033039	162.2228919758	185.9458397502	351.1465196597	582.9684715957	265.7191453954	378.335672471	440.5049684757	380.9042090368	144.5469894219	67.5218707504	81.3865162668	760.1837495962	377.7989020004	321.3616734474	287.9172019638	289.3447107414
993.1468780572	159.7534852588	1092.7250586255	548.7125828542	1108.8486853878	272.0963193684	1280.3514467915	1045.4812063201	290.6130229142	419.7120183758	738.8228385215	1325.2326606655	435.3240968989	63.8459695992	144.0781565996	113.1731891898	0	0	0	0	389.4369829897	970.1982222654	1443.1645446555	1141.9904355099	975.2020342226	460.8216671171	441.293286625	1211.3938618351
984.1980181179	1438.6541820467	803.2700220374	758.3332659665	1255.0143475004	1264.4772509996	807.9748296562	683.2200808496	529.074128097	696.1098051672	1614.1040141733	578.7841489811	792.6767353773	868.0128869442	1081.2015013392	1517.1525419882	1069.2595422019	772.4191230288	759.8131706754	1217.3902762378	1295.4752707375	709.5207769659	1336.3709682447	1945.829248043	1430.9452261234	1269.0364563923	1272.614637677	1211.1002177496
974.7780714504	471.237133976	919.1170229699	295.487630468	684.3293895459	908.7843369053	384.4330311997	319.3649443929	297.6106513866	360.4016258589	676.0621014217	110.3889049322	110.4426818723	1064.023959559	1134.1868456041	1193.5305786909	792.4007249416	76.0494484586	62.0331532609	92.3651148473	245.3186286853	147.7920241005	150.8793466987	294.0941398004	359.1380258542	263.731994139	509.9130622604	134.9777246218
944.5208439509	351.4685659105	768.6507725974	505.8533949791	788.1546588063	784.7606137484	1061.5806756899	1231.624149957	675.7037260499	837.1800465924	685.6741423523	1379.5283043778	722.1057328552	226.0828198805	167.072554751	394.326772223	336.3758713386	149.6158967199	113.6962314334	172.3127336285	252.3079325717	733.184845978	334.6467535684	1084.4587567573	1062.5651793883	1122.467532368	379.0971199898	1505.9204323345
903.2713069523	190.5326418394	865.4512477962	0	0	0	0	1229.3496280814	1346.4411071665	2060.0973884641	1007.4914599237	1876.5424930072	2092.0056825132	1558.2376553069	2866.9004322221	1942.1449740882	2647.9585781308	0	0	0	117.3352050179	271.1965920313	53.6504494019	995.4695748649	878.3725354036	1474.0574664548	236.771083408	2400.4832916969
884.0332011194	559.4414849974	981.9075148317	521.7365205338	1015.0385710407	793.3191407813	1173.1183538996	221.7679533914	139.3270156076	258.1715012761	446.5963991892	206.4172426271	90.4351156986	556.4649660491	335.9904423084	478.1745001898	373.2463754697	193.9655931462	211.1670637165	311.9530409195	211.619649555	125.642264529	304.5416041184	376.7778162727	503.78152641409997	273.1259612994	458.2858978362	216.2736309921
858.3879487718	611.3679207769	1247.8108791262	236.5655673531	416.6702937216	251.2991589455	648.1516962716	272.5897465203	207.9888288566	279.8056116695	241.9602865027	448.8602947147	0	620.7320845493	995.043319003	1122.3837508726	659.1768788503	936.0263548429	1082.1277398753	1408.7598470849	134.4680541672	513.6564331154	1239.0510038513	862.0746580531	417.2507928857	535.8255272518	225.3245108776	0
856.0989146078	0	0	0	0	0	0	23.6170912683	184.3386848102	33.5801506138	10.6418241993	276.4886596076	794.8882015468	0	0	0	0	542.2848960389	0	0	63.125227478	21.0696087916	34.2048946701	167.6136159754	15.7377752178	24.5918051651	0	615.866630708
851.6101930669	181.1095848728	780.6806224445	0	0	0	0	436.7930470564	121.6432558721	491.8529582379	677.9310065217	252.770914766	258.0528447934	902.3579264529	1222.8070736653	1347.1163282584	949.3145022551	0	0	0	111.1059910457	223.8033197829	53.1808813413	480.9364606211	568.0444746814	469.4013238229	206.7917539664	310.3054224501
844.2215276795	591.334715891	569.0077586709	657.5229511883	479.2089760797	596.3702496527	662.8585419308	382.7996526653	484.0974620866	552.4548529539	479.7443112221	830.4028422495	320.7596252723	569.856650204	574.434454614	802.0057315184	403.2705515963	540.9530890748	370.7813189296	446.2305416272	465.1263465573	535.1944024232	693.1141404585	652.6864303416	609.0237994462	768.9007663621	459.9116943578	1058.004006357
843.6145967614	133.7900078811	936.4400337552	463.9912298759	944.6042241035	228.2470261612	1092.1220776356	436.7171394567	41.3858023686	120.8301095261	623.8247966881	543.4771474915	158.3089387787	53.2644523161	120.2798472222	94.4223506728	0	0	0	0	242.0991491546	563.6062122939	1026.6152748062	975.3346745355	328.4138077025	384.1097929549	372.0543577599	288.3075434282
747.7565351086	379.5411396424	653.9132080674	211.9604273233	432.3520291993	766.2262856273	271.2916690875	176.445601301	41.1935617505	201.9545967407	634.8851561879	87.7607865317	87.5636015187	1482.3524790232	2319.7075845075	2031.0837588164	1472.4828431465	56.9404290045	46.5473847817	69.1839603843	234.6255677714	119.8418683918	117.7221041267	240.3475177791	291.7389736748	214.3708569314	420.6633145426	106.3533601586
733.2307245802	292.9583395656	568.8261099184	378.109430084	589.583412348	785.8647180512	790.2454176263	1204.2178872803	601.7926009855	773.6453539786	698.1158290261	1302.763787889	648.6295009632	186.1757965596	134.3732799831	311.7067195654	254.6228337792	122.1828978365	92.848822175	139.1237843038	257.7702089263	812.4488099636	304.897135556	1086.6612373188	1130.6757695848	1067.9926956075	412.3345039057	1382.5943647816
