f6e013f5-ed7d-4691-897f-04da0b2037d1	a4ba20f1-94c1-4da5-974f-72f3389af6f0	01cae6dd-3b93-4abd-9f17-5fbc6a82863e	1d949e2f-8bdb-48b7-bcf5-171c37d9ad66	91cf56c5-dc13-4142-bed9-b9c342aec504	529f3a3a-5ef3-495d-93af-4aa316b2cbf4	4c090804-bb5e-4935-a9bc-85daf08dab41	ea26a9a5-7f76-4e80-ac47-2d2dee95a8e7	f0f57afb-d1d2-4de1-b05b-8306ca7ef9a5	3fa1e12a-e500-4478-8714-1581df255bb4	1e626f8b-ce4e-4a6a-ae29-82e7ec86b8b8	54e030ee-294e-4eea-a177-0d3cbc65efd5	bfede8e1-e9fd-434f-9f74-7b1cd424edd7	3dfecd3b-2532-4ca8-ac85-63465dd3e03e	d2b9638a-8c15-4d1d-b5cd-3efeeeed0f2f	631e73ff-42b9-47ca-b2a0-8dcc7558af6c	6813c146-ca62-4ff7-9add-01d23ccbeff0	6d7cb714-e814-458b-82b4-f83edfe4e901	25419c44-26ba-4084-9e13-3303fca5bb1a	ba26be3f-c2d9-4103-96e6-eacc0ff75afd	265da01f-bce1-4735-8184-43f42ba5f34b	985f49c5-a0d2-428d-98f4-b458b0c2c0da	ae015e92-34c1-45a4-818e-c5bc6d1100c9	074be6f7-95e8-4874-a959-f6ea3c4f9a57	e66fe6d2-f209-46d6-bee7-ac23ba1dda5f	76c63789-765d-4413-a79f-a1762baa2627	1a5cec06-30f2-4b70-9da0-ddfe28efcaea	4509ee29-d50a-493e-94bf-ac283f46c0dc
8384.0849921894	7170.3379376126	7802.4879496273	6369.4404176559	8213.2679126558	8067.764306228	9987.4544565075	3893.8602302495	4106.0854149522	4993.130661136	7627.882868785	4176.4511054124	4139.1206852318	8516.3669189709	9827.9085351391	12426.7156470336	9336.181818421	5806.4286458336	5923.4191009935	6695.4199375314	5162.8513068304	3710.9018100918	4971.2486863558	6027.6023243077	6831.7046682267	5592.4712691222	5330.0230884055	4836.0097884309
8352.755881461	8094.2713051719	8621.453265953	6119.9257764551	8617.8578174009	9658.2875676518	9565.4090074314	7141.1261912579	6238.5708071435	7732.4875817316	10085.1066853119	10587.5405436681	10849.7600854029	8456.9909171977	9024.4761456859	12187.5427763586	8569.3533509502	6813.503026001	6968.0422869478	8513.1084955258	6138.9852687418	7534.3779834357	6753.6900574946	8603.7500550279	8665.8384607928	7731.8030115717	7093.7190405516	6998.2527969649
8236.4272299493	4924.0828842306	7791.7234180588	4934.8216951079	5969.3792754982	4940.3010240499	7978.9316259588	4757.1639745309	5840.7595945216	5217.3882301749	3910.1910110292	4948.9546251602	3794.3944695431	4812.9826275237	6744.1959840441	7810.3513363084	3121.863652169	6136.7631582422	5918.5339304017	6641.1898899369	3572.9918066125	4209.5396960858	5446.0180287876	4623.7032946187	5638.3247948861	5208.9048219822	2289.9850147407	5437.7116271803
8174.9445130144	4485.5786489377	9387.5209955249	5164.8040055145	6291.0066229817	1996.3564034077	7911.7431673026	4207.6256557462	5453.7128940017	5627.2977579632	3887.5999374626	5928.596035472	8766.6613977944	6095.4712473952	11864.9831927939	9572.0412823238	5861.2654010628	7781.3943758864	8071.3155482111	9941.3268018432	766.0664465453	1900.2007096274	770.4509682129	5113.9752996531	3419.32642303	5922.0842811084	1316.1355724476	6089.0345956443
8128.9274053284	3281.5913326098	8351.4567703845	3220.7365013805	4775.2100915512	2925.2504843917	6843.5570443504	3563.2117486578	4468.6806813756	5003.3985912854	3169.0159997935	5624.6996596654	7805.6545014185	3339.9971403995	3966.9512671984	4225.2579784543	3253.8706223412	5000.9205794935	5668.1437229401	6795.6371213373	1857.444659622	1834.0068408361	2425.1794664135	3731.6621363701	3319.8974312784	4720.2055105542	1936.3080705079	6014.8335774598
7820.3917002152	2889.894305609	6454.2061032326	3749.8340832105	3400.8191125177	2366.3454785456	5777.1260565064	3901.8050491126	5469.7531722883	4500.784447734	3252.3439189226	4051.6931798963	4129.1293675742	2471.7704865378	3471.2601030061	3335.9813744026	1404.2102866371	4361.0898411168	5027.2457864961	5155.722413274	3579.8919201618	4054.3726248444	5254.1568663105	4368.2271216584	4635.0517155481	5122.7506528879	2087.7099564184	4556.1578802415
7699.1041368564	7645.11720702	8779.4803623856	5407.0549356019	8302.1679041562	7703.5104651859	8105.1842161171	4504.7688746504	4944.6406214467	5711.7220792189	7498.1522423251	5706.8449379202	6334.1489205962	7069.0103368079	8222.594586836	9720.1381832153	5501.5708716595	7509.5948252401	7515.2453924016	9205.2476031476	5008.2696502577	3912.3130184112	4661.1581063098	6340.676253849	6980.3140367146	6170.738572481	4772.3256750386	5401.8013507081
7699.1041368564	7645.11720702	8779.4803623856	5407.0549356019	8302.1679041562	7703.5104651859	8105.1842161171	4504.7688746504	4944.6406214467	5711.7220792189	7498.1522423251	5706.8449379202	6334.1489205962	7069.0103368079	8222.594586836	9720.1381832153	5501.5708716595	7509.5948252401	7515.2453924016	9205.2476031476	5008.2696502577	3912.3130184112	4661.1581063098	6340.676253849	6980.3140367146	6170.738572481	4772.3256750386	5401.8013507081
7539.8206665569	5301.3500008788	8674.1719231276	4453.3362235728	5846.5710355546	5710.5870116702	6753.9343031853	4771.0188108768	5176.4923855032	5099.0063741908	6185.1832146458	7673.9626147876	8622.8153996346009	4958.135818286	10432.7943029591	7194.6085535879	6014.5951276123	6104.4259381178	7002.3452335545	8147.6040887186	3000.7022903745	3689.1748287	3274.9764891287	5343.5990846216	4846.2016824003	5041.8887482551	3663.8677952087	6335.3246004549
7261.7443300504	8975.7960761842	8235.1452608193	5959.9432492388	9986.8207523293	12203.1479737361	9509.5600051823	5705.8804822797	3713.8328620408	5341.6429469175	12448.2874106436	8133.4590074353	6883.5742144078	8557.9986673491	8773.6734991811	11213.5898564088	9646.1846377121	5898.6016008409	6333.3878887841	7827.0184775233	6977.3302227281	6170.1650381967	5154.0197448848	7928.954712756	8379.2849754282	5833.4799424083	9300.0503754284	5259.8996545682
7187.4788559844	6333.9699465071	7063.5961615742	4581.8380712869	5680.1109552564	6754.5172153055	6498.2634609128	3045.7755771829	2370.3102725638	3827.4732921383	6334.9126710697	3016.3084251466	3121.6124527836	4486.7923051562	4859.4080875322	6312.6514794313	3983.8508891993	5320.976691954	5809.9196696464	6559.37461739	3461.9461351179	2001.1270955943	3589.5836906696	4691.089509204	5035.7825774062	4459.405089009	4370.2777836732	3889.1505581277
7137.6508685607	3025.4674395096	5967.822151938	3252.5339697638	2167.491692642	1668.2613177509	4353.6660827487	5365.963529585	6879.6574495848	6775.5142838423	4653.2690888064	7024.1803991119	6564.2201124024	2495.9561771474	4483.3065001875	4403.942962308	3350.8617768913	5714.5210741494	5645.2286850696	5892.3266711241	4735.7644206363	6320.4552197504	7024.2095421432	6467.903476847	6125.358021868	6890.5345829699	2752.3480426721	7075.6227037018
7120.2454949391	5924.0361040108	7758.0093996561	4422.3886300788	7303.7333013497	6925.1425110748	6617.772119687	4099.7117942795	2670.205127212	4553.6344945881	6492.1231393179	3356.1641234231	3068.3479321795	4993.1567467917	4608.7501460345	6181.9380995888	3701.8073057496	4967.2528853551	5151.3304349231	5488.6026227687	4241.3383596487	2567.2899072778	3886.1389575834	4780.9569030867	6360.2206925693	4566.2880477566	4560.3157101512	4658.0180105437
7113.1607515396	4138.2731797995	7453.993009323	5011.6081147391	6247.2858514918	4109.5097506821	8349.4105508897	7626.8673000635	8466.0008048829	7968.0619813702	5318.8376470964	10596.6996812786	10775.0197387046	7192.0274809518	9459.8213891909	11599.3765742595	9835.0772220461	5209.8899447886	5067.9768619613	5528.4730646888	4600.2860421819	7841.7711089161	7675.4138062837	7401.3981652824	7283.7011295953	7910.9601000548	3257.7265091486	7673.8259962733
7102.7501876129	2250.5696226043	8622.2069509578	3459.1982321803	3428.2983757626	919.9002923911	5576.6562290745	5827.5866762042	5940.6073168337	4601.6371383455	2447.4371503894	11892.0019830737	14127.9699394973	3971.5831092916	14781.7465045039	7511.6437994227	7189.3073451193	6356.7065261647	7773.6671469317	9668.1725245009	1662.1741008924	7156.6198319782	3263.3184080978	5310.5654308277	2527.073115286	5220.9634396578	611.8039066925	7081.716017401
6902.2941125583	3753.1050219007	7127.3499337327	4762.2771031183	5844.2973125216	3656.1874799149	8037.2860538959	7234.8178745907	8075.2143684622	7479.3295839411	4795.7790371671	10338.1926932134	10308.3065104664	6823.8853353023	9163.8442818326	11081.4120912509	9608.584349871	4882.5421054799	4776.4927368796	5119.9980196174	4172.4935921653	7381.6531781464	7150.4216924077	6917.2999319855	6767.4728893411	7450.6653810954	2894.3953092221	7282.8981705647
6884.1328452887	2898.0021348507	5412.6038894702	3453.7805055547	3634.0328104391	2657.0585762231	5833.2965457265	3215.9259988334	3984.6818607123	3635.8159807796	1655.5821863985	3440.3832680526	3288.1444426455	2818.1013269824	3589.0940276298	3711.172953598	947.3014466915	3868.4171401734	4071.523130948	3873.4445394514	2139.524373649	3158.1946242091	4190.8244011835	3469.9219644447	3989.3080939671	4621.1774013732	1328.9467497298	3686.2589194713
6765.8479499401	3821.9608812939	5457.3691762624	4662.4933468024	4962.819448612	4372.8751213943	6470.8628881168	4934.3775329518	6148.0194190322	6029.5578874152	4126.842295458	6128.9411946406	6540.1693135235	4100.0927906967	5319.9097003349	6518.1079076938	2329.9664514006	5814.8739040618	5178.0447736817	5505.3175767015	2899.4679009131	2962.4068231258	4329.7335995381	5546.6284762122	5499.4734759208	6359.2582077708	2671.7275309523	6286.3070348596
6748.0118526581	2613.6710449325	3990.3496019844	3181.8999317826	2287.770618936	2229.7506024431	3487.6568326637	1290.5465692509	809.3281030914	1179.490622263	2365.8037013109	782.7747455941	730.7329083608	2234.1239401974	2470.2134871421	3332.6291237333	2020.2406446736	5684.5082239593	5144.0433068137	4357.2457483877	911.9757401381	605.2765642005	1081.3187544005	1120.8882724393	1467.0497630861	1459.5874484939	1439.1138766225	1647.536326322
6721.0993528759	5331.3522951331	6390.5350578761	4169.6033295086	5608.7503890187	5053.2749033572	6009.6129380765	6077.3901956947	6004.8211033807	6704.4098768005	6734.1527326145	7746.349068454	7617.4232705762	5651.7745403099	6354.442983456	8011.8380109604	5880.6029532093	4862.5322147778	5420.9389476634	6330.3918535748	5590.8620391594995	6564.3306745077	6544.6947701457	7110.9624118353	7153.3050307501	6656.8575819195	4369.0486161043	6156.9630289704
6674.7258855062	3509.8244586391	5854.6615507335	3692.9302868388	4182.1084952233	3312.5273259785	5971.9160797028	3626.4039240486	4367.7863557583	3741.0274446881	2542.347463341	3476.4208906796	2408.4710839642	3207.7719176604	4228.2622159202	5292.1028799225	1855.5191730556	4316.6976172423	4194.4190071115	4470.4772263371	2568.026141554	3102.7005843196	4330.3475319438	3154.9549085425	4263.6543050062	3745.55411192	1429.1185554634	3773.5104486814
6563.9693959212	3289.6428044992	5904.7121222742	3398.4713819225	2694.2375748958	2105.6151757342	4829.4315324756	5567.2571923528	6307.7375476623	6572.8778172605	4980.4784225556	7531.0081442468	7109.7646296718	2957.6172982146	4656.4422525516	4960.4342437312	3683.7435523525	5058.8871088622	5052.1400466395	5407.3583961468	4617.3831284838	6350.979606993	6579.9408167352	6475.0998017686	6275.4680797471	6676.2199806747	2967.7653598138	6591.2023878018
6139.449670184	3328.9669570585	4841.1284954599	4274.4207304083	4489.7117200312	3835.3620168855	5960.8728702713	4484.8224633069	5633.2673115867	5474.4526416297	3557.7056910323	5762.3425744281	6225.8256511659	3702.2257503427	4867.5271845972	5922.5957999685	2017.3879461592	5242.803385653	4587.4137766942	4871.5164546012	2495.9458523418	2585.2804760051	3798.9667652997	5011.0798679082	4861.0010543456	5787.8646304245	2286.9364768356	5848.3262669403
5996.3656001339	1652.3686782852	6030.4718523324	2711.96539075	3126.803696595	1158.0865862028	4640.5612324172	2454.5457487392	3453.2684550787	3259.1876350078	1687.1888572252	3825.33328804	6142.3758922493	1605.7885913894	2332.7462376482	2344.1348465602	1531.7630486846	3443.4159588271	3793.0828908937	3856.8997523521	789.4383923584	1069.8119681298	1492.8312311369	2149.4674302849	2204.2908393905	2830.0783952371	795.7283050369	4523.4313689405
5980.0419490068	2601.5818715037	4989.1283295679	2787.6821898674	1864.7520380597	1434.478027013	3700.3962050264	4685.846032271	5838.5302388546	5855.8595326069	3984.3049141415	6115.8098257039	5635.5931847905	2124.8778641979	3715.2433888529	3718.9487187565	2804.24548405	4831.6578985093	4717.6116619624	4923.5393606744	4119.4258017714	5620.1507469251	6235.3657554447	5609.6562702503	5326.0293324455	5973.0026328901	2352.4707056979	6108.0967673849
5877.7261027083	8442.7266261919	7046.2275294739	4088.2803735049	7612.1955064939	10025.5775574497	6060.3356654145	6311.2149186845	6133.0370010732	7041.5105488268	11627.3050971161	10043.2691519126	11109.7122204171	5549.720319284	4901.5472514583	6931.5810897764	4113.2338096876	5491.4454914349	5996.8872581753	7320.0220876053	5968.3712344932	6484.098329126	5038.2752079609	8047.2173742304	7996.8443725202	6419.4247248362	7170.1865127434	6629.1158441944
5860.2142488739	7950.4131540423	5461.2717532583	5228.2403951244	7747.4544832996	10464.8032457914	7284.5173386281	5335.382649776	6302.6795362971	6768.242061135	12341.9380487121	5892.314150143	5512.3118843514	9037.3241440447	9209.2147027305	12320.1350906956	11379.1075461745	4613.3997265792	4508.4392179665	5814.4907793842	8003.0652118623	5667.8354158625	7282.9386988226	8656.0038771386	8678.6417416741	6517.1535489526	9057.4518680101	5554.489759855
5805.7395530447	1921.515090714	4717.7649296115	3629.8607303652	3349.4674987488	2275.0821421896	6491.7917949443	4211.8488760774	3404.6054892955	3713.2726915867	2296.6405487788	7429.4829982803	7410.9985412613	4070.1163308501	5487.5401596118	8534.6996001161	6635.6211688054	3483.7548704682	3736.8301212746	3419.0975354518	1735.1393840415	5383.1062476094	3221.5647853356	3941.3807242194	2698.7623573905	3594.7972611511	919.2335749564	3659.930553933
5362.001134486	3095.7643085297	4748.0814523445	2991.8761824661	3918.9048953743	3353.4791693433	4945.9721064515	3581.2278655509	2275.9187179088	3302.1308122412	2849.4387465361	3372.5566394292	2464.4340255223	3018.0517003994	3013.1381275682	4396.9344854763	1779.2242619164	3749.5231066201	3499.1721401249	3539.2982806313	2503.0339821835	2264.6043615586	2861.4888956505	3482.3954137909	3473.899393777	2995.0165825427	1527.6453493762	3201.2870004863
5257.6417284681	3348.6844709876	5080.4253920756	3633.6570532325	4312.9335595835	2082.1038160262	4909.8877845766	2362.8871053373	2027.8668616234	2936.1326427819	3814.5239463155	2618.4528357192	2893.1181545383	3988.6440138882	4759.263734048	5918.138030363	4185.2075777257	4259.2912025515	4531.8868687811	5222.5114238854	1820.622052215	1471.1378669843	2060.6119901451	3468.8416835434	3385.3709434647	3237.9250044319	1783.1039975757	3214.3344382972
5211.3830457769	2199.7528851597	4269.9772604111	2346.7722684678	1511.8179144454	1167.9622721719	3081.6313293287	4112.6493928647	5197.5582952372	5224.949337099	3518.8868677352	5273.3824542239	4807.5997238101	1734.4530310589	3067.6282510717	3059.4949895435	2305.9857306512	4291.9051517376	4159.841552578	4311.0300542361	3738.8250453544	5010.7793629107	5704.8167606765	4970.1846811564	4736.8798037075	5323.9233836921	2074.0861463628	5456.0280148861
5127.6618620255	1665.7081964883	3727.5936836192	2770.3713403322	1945.1772899588	1578.7047531343	3559.5352513173	1394.4788282435	796.6078126691	876.1938601955	901.4477922336	1534.9440318262	892.3000263953	1271.8512542956	1918.9773370126	2531.8069951817	1484.536079156	3203.0902470775	3094.5666705033	2455.5344528124	675.0641727061	1181.3047105508	1438.4956671511	1281.7453594057	1534.9414731	1156.0999370934	741.595922148	1546.2875448888
5104.468272704	5572.7949694324	4552.1359708042	3803.1023622399	5458.1693546893	7209.4559272592	5252.9420719266	4543.3082316619	3339.2485161433	4424.0677838352	8163.7095466641	5388.6069486132	5053.376944983	5658.4307072674	6381.9338367849	7714.5512532025	6765.9394290145	3530.6371907553	3152.8003167817	3981.6147627549	5432.6568495226	5314.157526958	5707.3906282769	6862.4447239915	5716.7433723335	4658.1439980978	5316.0896637232	3633.6774508071
5058.6663333252	2071.7868863352	4126.8587830321	2172.0724885755	1347.3057147363	1053.5909628207	2821.4420169466	3923.2500954275	5111.3877039061	5140.0587491037	3546.1851783248	4916.446522604	4568.453137429	1558.4023628589	2842.1396141336	2771.9699419917	2092.34080723	4413.3938280078	4250.9242359515	4427.6451370209	3620.0273558713	4643.3274902804	5125.1729539318	4753.8577752985	4486.7651671096	5196.7177725038	2109.0886903382	5497.1198399646
5043.8129140753	3115.6619287573	3427.9314709856	2484.045203907	2267.3845169272	3259.3572517612	3574.5136072752	5093.6647504624	7676.9672033602	6645.3261278098	4828.6332144204	6792.3407643091	8126.6763777542	2568.2448594381	2723.8542607211	3560.4078115097	1900.6977424086	3553.0600590339	3308.7533090844	3203.1803987621	3631.5042503018	3439.4773855104	3702.7215671897	6266.6641790042	5283.9894911797	6408.0705920806	3110.576451563	6717.315257871
4998.7186029048	5634.4865271527	4458.6493436691	3818.9058472093	5491.8120949094	7315.8447683919	5196.8797280769	4582.4614720843	3367.5765049134	4508.4911818643	8329.6227665663	5512.0606459719	5270.7387571608	5727.301209911	6371.4178243058	7756.9682773582	6770.9062506379	3566.6505373749	3185.3342801469	4067.8065458521	5492.4470221415	5253.869451783	5768.1368537565	6973.4424597064	5765.7485413094	4737.0424860199	5408.2799589122	3644.554263314
4871.4669278094	1614.7130496862	3528.3199378348	2717.8145141876	1902.5059945553	1277.14994015	3101.1285071609	2771.4994795212	3447.9460798013	3138.6361141807	1798.6319762436	4475.7133372614	6105.4178452074	2195.8229154212	2349.9089792118	2756.9050591741	1746.8185491778	3487.4597167855	3441.221830473	2650.121172937	1008.999926249	1607.81747356	1582.8890504354	2556.261383408	2415.7288832161	2661.7306932208	868.5059538335	4513.825772839
4787.7360253762	4109.9777989644	4165.5519138008	3353.9887013975	4424.5133396029	4683.342157759	5043.3679947674	4568.0958478805	2440.3667087402	3248.5139718947	5426.7986297957	6723.6653918492	6226.3547905218	5680.6646601103	7005.1986270527	8286.9772807682	6391.728439719	3270.8050797719	3227.8976768827	3307.8910691774	3362.1365381087	6082.9049480748	4894.6771308347	5365.3480715448	4557.7835071617	3541.700673133	3502.5716604794	3510.4607340866
4786.2779539474	5826.5597941575	5336.9026118528	4622.3458354953	6557.4138342232	5274.0161809817	7084.5059709364	2678.4065309336	1756.9252813075	3197.6163886682	6279.2892869573	2868.8371259181	2443.729136124	7962.6263009965	11477.1932232965	11573.4910096654	10447.1950841737	4295.2680889219	4658.3171801002	5661.9470457173	2977.6504646711	1688.5546824086	2067.6403933835	4680.5970615003	4558.9621917691	3390.6916391231	4084.3848993773	3000.4537434519
4765.4509697989	1708.9066926286	4345.5243821668	2684.3177110654	2355.4695604968	1214.0465073533	3750.8598820501	2629.2165549861	3200.775952287	3009.7060711266	1787.2791096607	3446.0060271947	3849.0462729055	2597.9206564712	4591.409379532	3081.9182718314	2820.3886063406	3488.423425002	3785.0494563296	3256.3500124865	1688.4058782428	2325.6556396926	3072.612952913	2872.7688723109	2599.0049453551	3647.298697466	1070.5578138444	3844.0361135992
4722.1289566539	3124.8942358496	4859.9780028169	3213.746770877	2947.0285193125	2986.0513397163	3994.233588499	2555.1935853133	3782.088519291	2992.77948734	2853.2758685498	2766.7619683741	2675.3990287536	3675.9096614509	6779.47220249	5880.2091781736	6162.8022276332	3846.0454069850002	4088.8447121377	4516.4896540357	2362.577806593	2145.0669939741	3099.4409869104	2869.9049015682	3438.2351748584	2840.4385881821	1742.5724784201	3298.2092223107
4678.2238904472	4291.8569400539	4598.506351317	3019.4598630402	3656.3145530919	4563.5975238806	4284.3901723323	1665.5800736382	1154.9972347333	2085.1019226755	4100.0641768116	1543.6047316277	1552.7742361092	2929.0210954892	3004.8230483493	4262.3950171471	2725.5592617612	3568.6367115967	3753.0689628129	4184.423106901	2019.6329907847	1000.385687913	1979.0126719261	2709.8258685004	3024.1471025253	2530.562719751	2911.0440240707	2100.0746580003
4675.1886948477	6594.8351273706	4764.9487786886	4342.2892889011	6303.4475979627	8229.1023979436	6073.4523115762	3187.1061714391	2853.0081601342	4201.2308831791	9511.3892547012	3074.630409352	3748.0345934198	7329.8156130878	7745.3132865785	10193.0523212156	9624.6128592259	3554.1622785811	3744.5508342178	4943.3075990408	5345.5305593403	3012.9418099289	3742.6274556465	6069.7956699116	6183.8227854156	4313.6228969369	6593.7895749946	3507.0475419673
4498.2524821595	4675.4368120148	3942.1542383694	3223.1609945656	4575.4762696448	6064.6046484	4364.7077400858	4142.5422640631	2601.3120871154	3684.855981311	6848.2352249679	5189.5901900378	5018.7953206924	4630.7045304361	5296.9077522637	6248.0916750101	5386.957121032	3049.7681188405	2633.0380580864	3356.4696175814	4532.0130819087	5031.2727116791	5043.9835993504	6106.3434285774	4702.9545614452	3989.3365315311	4276.802863572	2964.3376560579
4446.4022197669	8003.0693031187	4811.9159656271	5385.8231217055	8627.8240616005	11038.0188306435	7866.7890328066	2459.4809245527	1416.0872057579	2857.278137541	10052.592588961401	2352.7426506354	1879.9101301924	11286.0100928963	12298.5206160604	16431.4365022052	16421.7091919879	4016.0133711441	4314.3782428579	5224.2508020737	5501.3045288554	1930.438131609	2851.4305281157	5299.6595692078	6061.6927186267	3083.0737482961	8233.1514693904	2522.9012253409
4365.485956484	6471.3785028501	4465.2990637415	4140.3297078843	6155.6159580058	8140.7859999138	5780.5735496691	3262.3664961052	2854.8675769666	4219.7926722845	9433.129692307	3276.3998513952	4722.5562429348	7099.5343201945	7415.0257349323	9880.1348862541	9297.0384822461	3527.9394806029	3640.879236238	4769.8331396783	5590.0752509063	2962.466454167	3818.9582202675	6233.5979362815	6355.1981961391	4320.5340780309	6658.5204191281	3711.7911701154
4247.7187309899	1978.0296297754	4440.7625742674	1870.8982843687	3059.3336391704	1502.1169646315	4268.167220478	1813.1197790171	1581.9658300729	2486.3881977554	1827.2565256012	2390.8393268828	2331.036802008	1914.0109581712	2173.4468139909	2415.6209799338	1849.0132285032	2650.5270236524	3046.094124814	3688.8840104609	815.8082747128	893.0856974274	677.2031189395	2022.9907296715	1856.28082205	2421.1200916121	1025.083352319	2724.2603051945
4119.7928806478	1810.0375898807	4782.657048707	2693.947707481	2870.2418944443	825.6644754574	4024.6024323478	2358.5889267549	3645.0902874739	3397.3037082643	1614.406136721	4551.5088068682	7392.6581647	3811.6381414905	7126.4115187936	6193.7867627747	5953.1990501089	3789.1195328286	3946.8774347135	4766.9950071654	302.22634785180003	942.1591398817	575.0034385936	2777.9464971114	1563.4884525135	3248.6584831858	463.7948533732	4759.3818354453
4029.4528378985	1317.8751764155	2815.3716537933	2044.7745438779	1134.4197142845	915.5626245839	2396.9036047811	200.9081079981	411.9105208147	410.138007928	294.5273101552	374.8311918774	459.9689881437	2533.653477412	4517.0832348731	4217.7734384831	3516.7634906013	2049.5532237775	1927.9846734414	1406.1465671524	315.2990317601	800.0985626809	916.9170432145	1186.2617266526	718.8715252655	868.6135666981	202.2292898535	303.7003951662
4002.6660487827	1320.6813518424	2605.4067532586	2164.8362777461	1236.4492197706	1086.4221295395	2425.2663977315	1027.3605465389	861.5853284748	706.7126569325	737.2505641465	1534.94131605	733.5188354664	1065.9991843309	1491.9148588197	2074.7440032795	1173.3273864998	2721.3506315708	2730.8733891921	2129.6156869106	563.3584076876	888.4298392997	1125.7038809329	1372.5733339765	1147.9872489909	1191.6036226214	666.4333180901	1138.929461779
3942.8023960102	1516.4427260646	3101.8842306531	1673.9392028138	1017.8695499025	772.6360153554	2180.1372187094	3106.5455560432	4087.5207120888	4023.0098422308	2479.1529991592	3943.8251039354	3459.2977974572	1188.0362813013	2138.8722157181	2133.1555611534	1615.8424958713	3179.3350497249	3058.7355960834	3078.0101710787	2850.4213972575	3916.623167315	4694.4944117104	3784.0575237455	3564.1708359346	4069.280149593	1422.6621823087	4151.5308424305
3942.8023960102	1516.4427260646	3101.8842306531	1673.9392028138	1017.8695499025	772.6360153554	2180.1372187094	3106.5455560432	4087.5207120888	4023.0098422308	2479.1529991592	3943.8251039354	3459.2977974572	1188.0362813013	2138.8722157181	2133.1555611534	1615.8424958713	3179.3350497249	3058.7355960834	3078.0101710787	2850.4213972575	3916.623167315	4694.4944117104	3784.0575237455	3564.1708359346	4069.280149593	1422.6621823087	4151.5308424305
3870.8033025586	2167.6715836026	3439.843189539	2818.9443886394	3009.9146756402	1562.2007157898	3784.1681303562	2010.2550762439	1640.5787827883	1882.4895657127	1444.7776638568	2286.2691927117	1635.4843166358	2479.9356978527	3787.1282156406	3940.2099764174	2196.1352876542	3469.2312511614	3397.1305395448	3972.7081920914	768.5713497026	1177.2440762534	1387.4379995862	1813.806181188	1969.1280046408	2245.9994820792	771.529236497	2777.1950466282
3848.9128374687	2116.8408602471	3756.8733119139	2420.0374864288	2857.7013341743	1166.6280041343	3403.4842535507	1455.173254777	1123.9207511314	1746.2719346837	2494.9599970356	1522.3668846921	1627.8285427762	2470.6748484555	2933.0941881465	3805.841536946	2577.9757863197	2806.1383782305	3015.2045363653	3410.1352976689	1283.0922346482	900.8068249417	1478.1784882634	2128.5365731767	2145.7578201017	1997.691486737	1037.2206650848	1944.9834709064
3802.5859753908	1394.1879283607	2635.1572241486	2035.9229817753	1250.2660612026	1018.9316463099	2428.0303799045	1426.4323017402	1252.02765305	1104.6487870819	546.177422378	1732.6969806202	992.4503733043	1185.8161489987	1399.6666031224	1904.1819830584	1120.7265817485	2836.4079563084	2607.6302823404	2190.2315734389	632.1460823835	1008.2626560003	931.007363339	1276.4728629775	1584.4870470961	1237.822300685	385.7087878946	1479.1010998576
3776.1730042867	1142.4727471872	3077.140260271	1108.4135338867	968.6058335568	768.1028244748	2061.3758229161	1715.2264114959	1607.276780855	1756.6462567641	541.3447088468	1584.5246111057	1023.2698912985	679.8212735213	937.9815041362	1428.5306462087	479.2852526068	1750.5685016454	1575.1140740738	1178.7292455174	579.2947590234	1082.5241261346	1233.2896520014	998.7750286707	1351.756375783	858.8876917997	330.318596665	1480.4445998322
3621.1241049104	3346.3179895877	3453.7387666988	2331.0254360324	2965.455124177	3452.4201071599	3509.0694020384	1201.4440496832	808.7252069043	1524.9287062252	3143.2694673721	1077.4707605518	1078.6317662634	2465.4637623844	2576.7514357169	3730.2914238332	2350.8615381456	2550.9515399487	2693.4036867687	3015.6291026065	1535.3477613404	762.0248985858	1423.6755043274	1974.0519500659	2231.0399969003	1746.1834460075	2219.1091318307	1467.2098160323
3581.2297785882	2414.0800731547	2777.1981888155	2482.0645552083	2095.2559149834	2052.8690142951	3294.7160291384	3384.2983205764	1709.9144119415	2230.97619152	2402.1447963053	4239.1080617779	3468.4132449844	3036.7138264358	3061.4090491253	4160.1178122021	2498.9430657477	2497.5065985158	2359.0559699281	2218.4417360336	2082.1685153756	3553.8393651556	3864.4262585253	3140.3756965689	3084.6810788017	2389.4235504167	1392.7661814717	2564.8898025438
3525.1582756327	1391.7376168413	2839.9116751668	1494.971747416	909.4924034105	696.7783002168	1947.4910061465	2729.8479581278	3537.7753848537	3538.3495325348	2257.9202481259	3477.7278957855	3172.9525824738	1063.7498999724	1946.5296602388	1913.140672353	1439.9791022736	3080.491295833	2961.167261132	3060.7032741517	1993.9951547336	3390.9938597236	3310.8543560264	3252.8095916417	3008.3613330824	3594.5465561373	1300.0984005035	3824.791557237
3324.6104462234	3272.8726376889	3022.2911589836	3036.1443045592	3729.0524519557	3713.176037203	3859.7866888935	2295.5129466171	2663.7262841466	2737.2343163214	4892.6414753154	2030.8081055312	1987.9020595667	5494.1012318692	6258.1150861899	8107.72473764	7127.6886050885	2613.784269296	2597.9211040327	2990.5063948529	3401.3830362623	2422.2415346433	3325.2050509475	3649.6131785478	3725.1866098598	2587.8331750203	3381.724194568	2607.9532491075
